Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
425	Spectrogram 1	1	429.29	429.67	0.379999999999995	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	429.29	5047.200418195313.wav	NN	NA	BlobDetector	0.519213643368739
426	Spectrogram 1	1	429.78	429.89	0.109999999999957	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	429.78	5047.200418195313.wav	NN	NA	BlobDetector	0.533364234489782
427	Spectrogram 1	1	430.02	430.13	0.110000000000014	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	430.02	5047.200418195313.wav	NN	NA	BlobDetector	0.601354515654489
428	Spectrogram 1	1	430.34	430.46	0.120000000000005	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	430.34	5047.200418195313.wav	NN	NA	BlobDetector	0.618337881257995
429	Spectrogram 1	1	430.53	430.64	0.109999999999957	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	430.53	5047.200418195313.wav	NN	NA	BlobDetector	0.53622418952628
430	Spectrogram 1	1	431.04	431.15	0.110000000000014	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	431.04	5047.200418195313.wav	NN	NA	BlobDetector	0.603911041878029
431	Spectrogram 1	1	431.25	431.52	0.269999999999982	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	431.25	5047.200418195313.wav	NN	NA	BlobDetector	0.84795758562071
432	Spectrogram 1	1	431.6	431.72	0.120000000000005	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	431.6	5047.200418195313.wav	FS	NA	BlobDetector	0.521849863781542
433	Spectrogram 1	1	431.77	431.88	0.110000000000014	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	431.77	5047.200418195313.wav	FS	NA	BlobDetector	0.667535125439475
434	Spectrogram 1	1	432.08	432.65	0.57000000000005	0	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	432.08	5047.200418195313.wav	NN	NA	BlobDetector	0.653906790171897
435	Spectrogram 1	1	432.99	433.17	0.180000000000007	0	457.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	432.99	5047.200418195313.wav	NN	NA	BlobDetector	0.660692569949961
436	Spectrogram 1	1	433.69	433.79	0.100000000000023	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	433.69	5047.200418195313.wav	FS	NA	BlobDetector	0.577749056821869
437	Spectrogram 1	1	433.94	434	0.0600000000000023	960.9375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	433.94	5047.200418195313.wav	NN	NA	BlobDetector	1
438	Spectrogram 1	1	434.19	434.31	0.120000000000005	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	434.19	5047.200418195313.wav	NN	NA	BlobDetector	0.504143657663966
439	Spectrogram 1	1	434.56	434.76	0.199999999999989	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	434.56	5047.200418195313.wav	NN	NA	BlobDetector	0.700824694653541
440	Spectrogram 1	1	435.93	436.07	0.139999999999986	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	435.93	5047.200418195313.wav	FS	NA	BlobDetector	0.63259539831633
441	Spectrogram 1	1	435.94	436.03	0.0900000000000318	902.34375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	435.94	5047.200418195313.wav	NN	NA	BlobDetector	1
442	Spectrogram 1	1	436.14	436.29	0.150000000000034	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	436.14	5047.200418195313.wav	NN	NA	BlobDetector	0.723414747185189
443	Spectrogram 1	1	436.61	436.78	0.170000000000016	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	436.61	5047.200418195313.wav	NN	NA	BlobDetector	0.607439253142804
444	Spectrogram 1	1	436.96	437.15	0.189999999999998	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	436.96	5047.200418195313.wav	NN	NA	BlobDetector	0.83371062168779
445	Spectrogram 1	1	437.35	437.51	0.159999999999968	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	437.35	5047.200418195313.wav	NN	NA	BlobDetector	0.662189715721866
446	Spectrogram 1	1	437.6	437.67	0.0699999999999932	105.46875	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	437.6	5047.200418195313.wav	FS	NA	BlobDetector	0.561021913475122
447	Spectrogram 1	1	437.77	437.88	0.110000000000014	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	437.77	5047.200418195313.wav	FS	NA	BlobDetector	0.705318900193207
448	Spectrogram 1	1	440.58	440.68	0.100000000000023	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	440.58	5047.200418195313.wav	NN	NA	BlobDetector	0.590018811538208
449	Spectrogram 1	1	440.84	440.94	0.0999999999999659	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	440.84	5047.200418195313.wav	NN	NA	BlobDetector	0.631513753746265
450	Spectrogram 1	1	441.8	441.92	0.120000000000005	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	441.8	5047.200418195313.wav	NN	NA	BlobDetector	0.601433057784658
451	Spectrogram 1	1	446.83	446.88	0.0500000000000114	93.75	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	446.83	5047.200418195313.wav	NN	NA	BlobDetector	0.556201869536785
452	Spectrogram 1	1	448.95	449.07	0.120000000000005	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	448.95	5047.200418195313.wav	NN	NA	BlobDetector	0.535942728809368
453	Spectrogram 1	1	449.1	449.55	0.449999999999989	0	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	449.1	5047.200418195313.wav	NN	NA	BlobDetector	0.641633816029844
454	Spectrogram 1	1	449.59	449.69	0.0999999999999659	0	105.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	449.59	5047.200418195313.wav	FS	NA	BlobDetector	0.523894884633085
455	Spectrogram 1	1	449.86	449.94	0.0799999999999841	128.90625	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	449.86	5047.200418195313.wav	FS	NA	BlobDetector	0.918562517102973
456	Spectrogram 1	1	450.17	450.26	0.089999999999975	128.90625	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	450.17	5047.200418195313.wav	FS	NA	BlobDetector	0.919677501024695
457	Spectrogram 1	1	450.33	450.41	0.0800000000000409	128.90625	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	450.33	5047.200418195313.wav	FS	NA	BlobDetector	0.713147260809955
458	Spectrogram 1	1	450.44	450.53	0.0900000000000318	140.625	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	450.44	5047.200418195313.wav	FS	NA	BlobDetector	0.807999720207239
459	Spectrogram 1	1	450.44	450.49	0.0500000000000114	878.90625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	450.44	5047.200418195313.wav	NN	NA	BlobDetector	1
460	Spectrogram 1	1	450.78	450.88	0.0999999999999659	58.59375	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	450.78	5047.200418195313.wav	FS	NA	BlobDetector	0.603815951750795
461	Spectrogram 1	1	451.05	451.15	0.100000000000023	117.1875	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	451.05	5047.200418195313.wav	NN	NA	BlobDetector	0.695131970729193
462	Spectrogram 1	1	451.41	451.5	0.089999999999975	128.90625	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	451.41	5047.200418195313.wav	FS	NA	BlobDetector	0.88426842817159
463	Spectrogram 1	1	451.9	451.96	0.0600000000000023	187.5	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	451.9	5047.200418195313.wav	NN	NA	BlobDetector	0.532898039266836
464	Spectrogram 1	1	452.09	452.18	0.089999999999975	0	82.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	452.09	5047.200418195313.wav	FS	NA	BlobDetector	0.691565758554452
465	Spectrogram 1	1	452.26	452.36	0.100000000000023	105.46875	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	452.26	5047.200418195313.wav	FS	NA	BlobDetector	0.615879692311607
466	Spectrogram 1	1	453.84	454.21	0.370000000000005	0	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	453.84	5047.200418195313.wav	NN	NA	BlobDetector	0.771379523983591
467	Spectrogram 1	1	455.33	455.46	0.130000000000052	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	455.33	5047.200418195313.wav	FS	NA	BlobDetector	0.525686539020213
468	Spectrogram 1	1	456.71	456.76	0.0499999999999545	843.75	972.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	456.71	5047.200418195313.wav	NN	NA	BlobDetector	1
469	Spectrogram 1	1	457.76	457.86	0.100000000000023	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	457.76	5047.200418195313.wav	FS	NA	BlobDetector	0.771384246811185
470	Spectrogram 1	1	458.51	458.56	0.0500000000000114	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	458.51	5047.200418195313.wav	NN	NA	BlobDetector	0.653827862757603
471	Spectrogram 1	1	460.64	460.75	0.110000000000014	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	460.64	5047.200418195313.wav	FS	NA	BlobDetector	0.651880795016041
472	Spectrogram 1	1	462.46	462.54	0.0799999999999841	0	46.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	462.46	5047.200418195313.wav	NN	NA	BlobDetector	0.670549191209005
473	Spectrogram 1	1	462.46	462.53	0.0699999999999932	222.65625	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	462.46	5047.200418195313.wav	NN	NA	BlobDetector	0.80472069557483
474	Spectrogram 1	1	463.03	463.19	0.159999999999968	0	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	463.03	5047.200418195313.wav	NN	NA	BlobDetector	0.699313999296767
475	Spectrogram 1	1	464.72	464.95	0.229999999999961	0	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	464.72	5047.200418195313.wav	FS	NA	BlobDetector	0.755800830666031
476	Spectrogram 1	1	468	468.13	0.129999999999995	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	468	5047.200418195313.wav	NN	NA	BlobDetector	0.590010642953361
477	Spectrogram 1	1	468.68	468.78	0.100000000000023	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	468.68	5047.200418195313.wav	FS	NA	BlobDetector	0.697810248448486
478	Spectrogram 1	1	469.35	469.46	0.110000000000014	0	117.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	469.35	5047.200418195313.wav	NN	NA	BlobDetector	0.798026164188001
479	Spectrogram 1	1	473.28	473.49	0.20999999999998	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	473.28	5047.200418195313.wav	NN	NA	BlobDetector	0.678339331900376
480	Spectrogram 1	1	473.53	473.63	0.0999999999999659	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	473.53	5047.200418195313.wav	NN	NA	BlobDetector	0.507568511861569
481	Spectrogram 1	1	473.89	473.99	0.100000000000023	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	473.89	5047.200418195313.wav	NN	NA	BlobDetector	0.700909122934448
482	Spectrogram 1	1	477.63	477.72	0.0900000000000318	0	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	477.63	5047.200418195313.wav	NN	NA	BlobDetector	0.6389079328072
483	Spectrogram 1	1	477.63	477.71	0.0800000000000409	105.46875	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	477.63	5047.200418195313.wav	FS	NA	BlobDetector	0.613153423061716
484	Spectrogram 1	1	479.66	479.73	0.0699999999999932	128.90625	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	479.66	5047.200418195313.wav	FS	NA	BlobDetector	0.643550202858556
485	Spectrogram 1	1	479.66	479.74	0.0799999999999841	0	82.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	479.66	5047.200418195313.wav	NN	NA	BlobDetector	0.503378023486852
486	Spectrogram 1	1	479.78	479.94	0.159999999999968	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	479.78	5047.200418195313.wav	NN	NA	BlobDetector	0.531922734334608
487	Spectrogram 1	1	481.98	482.03	0.0500000000000114	164.0625	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	481.98	5047.200418195313.wav	NN	NA	BlobDetector	0.699820391393974
488	Spectrogram 1	1	482.38	482.48	0.100000000000023	855.46875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	482.38	5047.200418195313.wav	NN	NA	BlobDetector	1
489	Spectrogram 1	1	482.59	482.68	0.089999999999975	0	82.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	482.59	5047.200418195313.wav	FS	NA	BlobDetector	0.540310104390784
490	Spectrogram 1	1	482.86	483.01	0.149999999999977	0	644.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	482.86	5047.200418195313.wav	NN	NA	BlobDetector	0.637932201971649
491	Spectrogram 1	1	483.38	483.51	0.129999999999995	23.4375	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	483.38	5047.200418195313.wav	FS	NA	BlobDetector	0.66814278390321
492	Spectrogram 1	1	484.08	484.2	0.120000000000005	23.4375	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	484.08	5047.200418195313.wav	FS	NA	BlobDetector	0.618259827065926
493	Spectrogram 1	1	484.42	484.54	0.120000000000005	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	484.42	5047.200418195313.wav	FS	NA	BlobDetector	0.851959350158809
494	Spectrogram 1	1	484.66	484.86	0.199999999999989	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	484.66	5047.200418195313.wav	NN	NA	BlobDetector	0.614088339515894
495	Spectrogram 1	1	484.93	485.13	0.199999999999989	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	484.93	5047.200418195313.wav	NN	NA	BlobDetector	0.611360974480007
496	Spectrogram 1	1	485.56	485.69	0.129999999999995	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	485.56	5047.200418195313.wav	FS	NA	BlobDetector	0.604205889216496
497	Spectrogram 1	1	486.39	486.52	0.129999999999995	0	503.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	486.39	5047.200418195313.wav	FS	NA	BlobDetector	0.56730607738262
498	Spectrogram 1	1	487.62	487.87	0.25	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	487.62	5047.200418195313.wav	NN	NA	BlobDetector	0.627232468214465
499	Spectrogram 1	1	487.96	488.1	0.139999999999986	0	574.21875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	487.96	5047.200418195313.wav	NN	NA	BlobDetector	0.568468308025024
500	Spectrogram 1	1	490.17	490.27	0.0999999999999659	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	490.17	5047.200418195313.wav	FS	NA	BlobDetector	0.713775527241115
501	Spectrogram 1	1	494.42	494.52	0.100000000000023	0	117.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	494.42	5047.200418195313.wav	NN	NA	BlobDetector	0.611981804961988
502	Spectrogram 1	1	495.04	495.12	0.0799999999999841	867.1875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	495.04	5047.200418195313.wav	NN	NA	BlobDetector	1
503	Spectrogram 1	1	497.12	497.2	0.0799999999999841	0	70.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	497.12	5047.200418195313.wav	FS	NA	BlobDetector	0.510035161706758
504	Spectrogram 1	1	497.35	497.52	0.170000000000016	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	497.35	5047.200418195313.wav	FS	NA	BlobDetector	0.787741602927373
505	Spectrogram 1	1	497.66	498.05	0.389999999999986	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	497.66	5047.200418195313.wav	FS	NA	BlobDetector	0.559551663506367
506	Spectrogram 1	1	498.63	498.73	0.100000000000023	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	498.63	5047.200418195313.wav	FS	NA	BlobDetector	0.783790925148875
507	Spectrogram 1	1	499.89	500.06	0.170000000000016	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	499.89	5047.200418195313.wav	NN	NA	BlobDetector	0.653355582074231
508	Spectrogram 1	1	503.2	503.26	0.0600000000000023	199.21875	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	503.2	5047.200418195313.wav	NN	NA	BlobDetector	0.755629823068342
509	Spectrogram 1	1	503.54	503.62	0.0799999999999841	972.65625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	503.54	5047.200418195313.wav	NN	NA	BlobDetector	1
510	Spectrogram 1	1	504.35	504.41	0.0600000000000023	714.84375	761.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	504.35	5047.200418195313.wav	NN	NA	BlobDetector	1
511	Spectrogram 1	1	504.95	505.36	0.410000000000025	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	504.95	5047.200418195313.wav	NN	NA	BlobDetector	0.625281324256912
512	Spectrogram 1	1	505.19	505.28	0.0900000000000318	925.78125	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	505.19	5047.200418195313.wav	NN	NA	BlobDetector	1
513	Spectrogram 1	1	507.5	507.59	0.0900000000000318	0	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	507.5	5047.200418195313.wav	NN	NA	BlobDetector	0.680356130342893
514	Spectrogram 1	1	507.53	507.58	0.0499999999999545	140.625	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	507.53	5047.200418195313.wav	NN	NA	BlobDetector	0.677220124623488
515	Spectrogram 1	1	508.06	508.15	0.0900000000000318	0	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	508.06	5047.200418195313.wav	NN	NA	BlobDetector	0.616390259090527
516	Spectrogram 1	1	508.3	508.4	0.100000000000023	843.75	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	508.3	5047.200418195313.wav	NN	NA	BlobDetector	1
517	Spectrogram 1	1	508.49	508.61	0.120000000000005	738.28125	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	508.49	5047.200418195313.wav	NN	NA	BlobDetector	1
518	Spectrogram 1	1	508.5	508.6	0.100000000000023	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	508.5	5047.200418195313.wav	FS	NA	BlobDetector	0.817519661533729
519	Spectrogram 1	1	509.78	509.89	0.109999999999957	609.375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	509.78	5047.200418195313.wav	NN	NA	BlobDetector	0.999411764705882
520	Spectrogram 1	1	515.59	515.66	0.0699999999999363	58.59375	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	515.59	5047.200418195313.wav	FS	NA	BlobDetector	0.671116573584481
521	Spectrogram 1	1	515.59	515.65	0.0599999999999454	0	46.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	515.59	5047.200418195313.wav	NN	NA	BlobDetector	0.715775939708383
522	Spectrogram 1	1	517.32	517.45	0.129999999999995	0	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	517.32	5047.200418195313.wav	NN	NA	BlobDetector	0.547311058445814
523	Spectrogram 1	1	518.84	518.92	0.0799999999999272	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	518.84	5047.200418195313.wav	NN	NA	BlobDetector	0.669550879401766
524	Spectrogram 1	1	519.33	519.47	0.139999999999986	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	519.33	5047.200418195313.wav	NN	NA	BlobDetector	0.571278955867112
525	Spectrogram 1	1	519.52	519.69	0.170000000000073	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	519.52	5047.200418195313.wav	NN	NA	BlobDetector	0.600764932429931
526	Spectrogram 1	1	519.93	520.02	0.0899999999999181	0	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	519.93	5047.200418195313.wav	NN	NA	BlobDetector	0.549930063351016
527	Spectrogram 1	1	523.04	523.18	0.1400000000001	0	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	523.04	5047.200418195313.wav	FS	NA	BlobDetector	0.734910225274819
528	Spectrogram 1	1	523.7	523.8	0.0999999999999091	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	523.7	5047.200418195313.wav	FS	NA	BlobDetector	0.750870458613951
529	Spectrogram 1	1	525.07	525.16	0.0899999999999181	890.625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	525.07	5047.200418195313.wav	NN	NA	BlobDetector	0.99974358974359
530	Spectrogram 1	1	525.73	525.83	0.100000000000023	0	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	525.73	5047.200418195313.wav	NN	NA	BlobDetector	0.524273265571028
531	Spectrogram 1	1	526.1	526.2	0.100000000000023	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	526.1	5047.200418195313.wav	FS	NA	BlobDetector	0.546530309881731
532	Spectrogram 1	1	526.4	526.5	0.100000000000023	0	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	526.4	5047.200418195313.wav	NN	NA	BlobDetector	0.514654009127395
533	Spectrogram 1	1	526.53	526.79	0.259999999999991	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	526.53	5047.200418195313.wav	NN	NA	BlobDetector	0.75221878310289
534	Spectrogram 1	1	526.85	526.98	0.129999999999995	0	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	526.85	5047.200418195313.wav	NN	NA	BlobDetector	0.698545636050886
535	Spectrogram 1	1	527.28	527.37	0.0900000000000318	35.15625	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	527.28	5047.200418195313.wav	FS	NA	BlobDetector	0.504100941600144
